date,temperature_2m,wind_speed_10m,wind_direction_10m,relative_humidity_2m,shortwave_radiation,direct_radiation,diffuse_radiation,surface_pressure,direct_normal_irradiance
2025-07-25 17:00:00+00:00,,,,,,,,,
2025-07-25 18:00:00+00:00,,,,,,,,,
2025-07-25 19:00:00+00:00,,,,,,,,,
2025-07-25 20:00:00+00:00,,,,,,,,,
2025-07-25 21:00:00+00:00,,,,,,,,,
2025-07-25 22:00:00+00:00,,,,,,,,,
2025-07-25 23:00:00+00:00,,,,,,,,,
2025-07-26 00:00:00+00:00,,,,,,,,,
2025-07-26 01:00:00+00:00,,,,,,,,,
2025-07-26 02:00:00+00:00,,,,,,,,,
2025-07-26 03:00:00+00:00,,,,,,,,,
2025-07-26 04:00:00+00:00,,,,,,,,,
2025-07-26 05:00:00+00:00,,,,,,,,,
2025-07-26 06:00:00+00:00,,,,,,,,,
2025-07-26 07:00:00+00:00,,,,,,,,,
2025-07-26 08:00:00+00:00,,,,,,,,,
2025-07-26 09:00:00+00:00,,,,,,,,,
2025-07-26 10:00:00+00:00,,,,,,,,,
2025-07-26 11:00:00+00:00,,,,,,,,,
2025-07-26 12:00:00+00:00,,,,,,,,,
2025-07-26 13:00:00+00:00,,,,,,,,,
2025-07-26 14:00:00+00:00,,,,,,,,,
2025-07-26 15:00:00+00:00,,,,,,,,,
2025-07-26 16:00:00+00:00,,,,,,,,,
2025-07-26 17:00:00+00:00,,,,,,,,,
2025-07-26 18:00:00+00:00,,,,,,,,,
2025-07-26 19:00:00+00:00,,,,,,,,,
2025-07-26 20:00:00+00:00,,,,,,,,,
2025-07-26 21:00:00+00:00,,,,,,,,,
2025-07-26 22:00:00+00:00,,,,,,,,,
2025-07-26 23:00:00+00:00,,,,,,,,,
2025-07-27 00:00:00+00:00,,,,,,,,,
2025-07-27 01:00:00+00:00,,,,,,,,,
2025-07-27 02:00:00+00:00,,,,,,,,,
2025-07-27 03:00:00+00:00,,,,,,,,,
2025-07-27 04:00:00+00:00,,,,,,,,,
2025-07-27 05:00:00+00:00,,,,,,,,,
2025-07-27 06:00:00+00:00,,,,,,,,,
2025-07-27 07:00:00+00:00,,,,,,,,,
2025-07-27 08:00:00+00:00,,,,,,,,,
2025-07-27 09:00:00+00:00,,,,,,,,,
2025-07-27 10:00:00+00:00,,,,,,,,,
2025-07-27 11:00:00+00:00,,,,,,,,,
2025-07-27 12:00:00+00:00,,,,,,,,,
2025-07-27 13:00:00+00:00,,,,,,,,,
2025-07-27 14:00:00+00:00,,,,,,,,,
2025-07-27 15:00:00+00:00,,,,,,,,,
2025-07-27 16:00:00+00:00,,,,,,,,,
2025-07-27 17:00:00+00:00,,,,,,,,,
2025-07-27 18:00:00+00:00,,,,,,,,,
2025-07-27 19:00:00+00:00,,,,,,,,,
2025-07-27 20:00:00+00:00,,,,,,,,,
2025-07-27 21:00:00+00:00,,,,,,,,,
2025-07-27 22:00:00+00:00,,,,,,,,,
2025-07-27 23:00:00+00:00,,,,,,,,,
2025-07-28 00:00:00+00:00,,,,,,,,,
2025-07-28 01:00:00+00:00,,,,,,,,,
2025-07-28 02:00:00+00:00,,,,,,,,,
2025-07-28 03:00:00+00:00,,,,,,,,,
2025-07-28 04:00:00+00:00,,,,,,,,,
2025-07-28 05:00:00+00:00,,,,,,,,,
2025-07-28 06:00:00+00:00,,,,,,,,,
2025-07-28 07:00:00+00:00,,,,,,,,,
2025-07-28 08:00:00+00:00,,,,,,,,,
2025-07-28 09:00:00+00:00,,,,,,,,,
2025-07-28 10:00:00+00:00,,,,,,,,,
2025-07-28 11:00:00+00:00,,,,,,,,,
2025-07-28 12:00:00+00:00,,,,,,,,,
2025-07-28 13:00:00+00:00,,,,,,,,,
2025-07-28 14:00:00+00:00,,,,,,,,,
2025-07-28 15:00:00+00:00,,,,,,,,,
2025-07-28 16:00:00+00:00,,,,,,,,,
2025-07-28 17:00:00+00:00,,,,,,,,,
2025-07-28 18:00:00+00:00,,,,,,,,,
2025-07-28 19:00:00+00:00,,,,,,,,,
2025-07-28 20:00:00+00:00,,,,,,,,,
2025-07-28 21:00:00+00:00,,,,,,,,,
2025-07-28 22:00:00+00:00,,,,,,,,,
2025-07-28 23:00:00+00:00,,,,,,,,,
2025-07-29 00:00:00+00:00,,,,,,,,,
2025-07-29 01:00:00+00:00,,,,,,,,,
2025-07-29 02:00:00+00:00,,,,,,,,,
2025-07-29 03:00:00+00:00,,,,,,,,,
2025-07-29 04:00:00+00:00,,,,,,,,,
2025-07-29 05:00:00+00:00,,,,,,,,,
2025-07-29 06:00:00+00:00,,,,,,,,,
2025-07-29 07:00:00+00:00,,,,,,,,,
2025-07-29 08:00:00+00:00,,,,,,,,,
2025-07-29 09:00:00+00:00,,,,,,,,,
2025-07-29 10:00:00+00:00,,,,,,,,,
2025-07-29 11:00:00+00:00,,,,,,,,,
2025-07-29 12:00:00+00:00,,,,,,,,,
2025-07-29 13:00:00+00:00,,,,,,,,,
2025-07-29 14:00:00+00:00,,,,,,,,,
2025-07-29 15:00:00+00:00,,,,,,,,,
2025-07-29 16:00:00+00:00,,,,,,,,,
2025-07-29 17:00:00+00:00,,,,,,,,,
2025-07-29 18:00:00+00:00,,,,,,,,,
2025-07-29 19:00:00+00:00,,,,,,,,,
2025-07-29 20:00:00+00:00,,,,,,,,,
2025-07-29 21:00:00+00:00,,,,,,,,,
2025-07-29 22:00:00+00:00,,,,,,,,,
2025-07-29 23:00:00+00:00,,,,,,,,,
2025-07-30 00:00:00+00:00,,,,,,,,,
2025-07-30 01:00:00+00:00,,,,,,,,,
2025-07-30 02:00:00+00:00,,,,,,,,,
2025-07-30 03:00:00+00:00,,,,,,,,,
2025-07-30 04:00:00+00:00,,,,,,,,,
2025-07-30 05:00:00+00:00,,,,,,,,,
2025-07-30 06:00:00+00:00,,,,,,,,,
2025-07-30 07:00:00+00:00,,,,,,,,,
2025-07-30 08:00:00+00:00,,,,,,,,,
2025-07-30 09:00:00+00:00,,,,,,,,,
2025-07-30 10:00:00+00:00,,,,,,,,,
2025-07-30 11:00:00+00:00,,,,,,,,,
2025-07-30 12:00:00+00:00,,,,,,,,,
2025-07-30 13:00:00+00:00,,,,,,,,,
2025-07-30 14:00:00+00:00,,,,,,,,,
2025-07-30 15:00:00+00:00,,,,,,,,,
2025-07-30 16:00:00+00:00,,,,,,,,,
2025-07-30 17:00:00+00:00,,,,,,,,,
2025-07-30 18:00:00+00:00,,,,,,,,,
2025-07-30 19:00:00+00:00,,,,,,,,,
2025-07-30 20:00:00+00:00,,,,,,,,,
2025-07-30 21:00:00+00:00,,,,,,,,,
2025-07-30 22:00:00+00:00,,,,,,,,,
2025-07-30 23:00:00+00:00,,,,,,,,,
2025-07-31 00:00:00+00:00,,,,,,,,,
2025-07-31 01:00:00+00:00,,,,,,,,,
2025-07-31 02:00:00+00:00,,,,,,,,,
2025-07-31 03:00:00+00:00,,,,,,,,,
2025-07-31 04:00:00+00:00,,,,,,,,,
2025-07-31 05:00:00+00:00,,,,,,,,,
2025-07-31 06:00:00+00:00,,,,,,,,,
2025-07-31 07:00:00+00:00,,,,,,,,,
2025-07-31 08:00:00+00:00,,,,,,,,,
2025-07-31 09:00:00+00:00,,,,,,,,,
2025-07-31 10:00:00+00:00,,,,,,,,,
2025-07-31 11:00:00+00:00,,,,,,,,,
2025-07-31 12:00:00+00:00,,,,,,,,,
2025-07-31 13:00:00+00:00,,,,,,,,,
2025-07-31 14:00:00+00:00,,,,,,,,,
2025-07-31 15:00:00+00:00,,,,,,,,,
2025-07-31 16:00:00+00:00,,,,,,,,,
2025-07-31 17:00:00+00:00,,,,,,,,,
2025-07-31 18:00:00+00:00,,,,,,,,,
2025-07-31 19:00:00+00:00,,,,,,,,,
2025-07-31 20:00:00+00:00,,,,,,,,,
2025-07-31 21:00:00+00:00,,,,,,,,,
2025-07-31 22:00:00+00:00,,,,,,,,,
2025-07-31 23:00:00+00:00,,,,,,,,,
2025-08-01 00:00:00+00:00,,,,,,,,,
2025-08-01 01:00:00+00:00,,,,,,,,,
2025-08-01 02:00:00+00:00,,,,,,,,,
2025-08-01 03:00:00+00:00,,,,,,,,,
2025-08-01 04:00:00+00:00,,,,,,,,,
2025-08-01 05:00:00+00:00,,,,,,,,,
2025-08-01 06:00:00+00:00,,,,,,,,,
2025-08-01 07:00:00+00:00,,,,,,,,,
2025-08-01 08:00:00+00:00,,,,,,,,,
2025-08-01 09:00:00+00:00,,,,,,,,,
2025-08-01 10:00:00+00:00,,,,,,,,,
2025-08-01 11:00:00+00:00,,,,,,,,,
2025-08-01 12:00:00+00:00,,,,,,,,,
2025-08-01 13:00:00+00:00,,,,,,,,,
2025-08-01 14:00:00+00:00,,,,,,,,,
2025-08-01 15:00:00+00:00,,,,,,,,,
2025-08-01 16:00:00+00:00,,,,,,,,,
2025-08-01 17:00:00+00:00,,,,,,,,,
2025-08-01 18:00:00+00:00,,,,,,,,,
2025-08-01 19:00:00+00:00,,,,,,,,,
2025-08-01 20:00:00+00:00,,,,,,,,,
2025-08-01 21:00:00+00:00,,,,,,,,,
2025-08-01 22:00:00+00:00,,,,,,,,,
2025-08-01 23:00:00+00:00,,,,,,,,,
2025-08-02 00:00:00+00:00,,,,,,,,,
2025-08-02 01:00:00+00:00,,,,,,,,,
2025-08-02 02:00:00+00:00,,,,,,,,,
2025-08-02 03:00:00+00:00,,,,,,,,,
2025-08-02 04:00:00+00:00,,,,,,,,,
2025-08-02 05:00:00+00:00,,,,,,,,,
2025-08-02 06:00:00+00:00,,,,,,,,,
2025-08-02 07:00:00+00:00,,,,,,,,,
2025-08-02 08:00:00+00:00,,,,,,,,,
2025-08-02 09:00:00+00:00,,,,,,,,,
2025-08-02 10:00:00+00:00,,,,,,,,,
2025-08-02 11:00:00+00:00,,,,,,,,,
2025-08-02 12:00:00+00:00,,,,,,,,,
2025-08-02 13:00:00+00:00,,,,,,,,,
2025-08-02 14:00:00+00:00,,,,,,,,,
2025-08-02 15:00:00+00:00,,,,,,,,,
2025-08-02 16:00:00+00:00,,,,,,,,,
2025-08-02 17:00:00+00:00,,,,,,,,,
2025-08-02 18:00:00+00:00,,,,,,,,,
2025-08-02 19:00:00+00:00,,,,,,,,,
2025-08-02 20:00:00+00:00,,,,,,,,,
2025-08-02 21:00:00+00:00,,,,,,,,,
2025-08-02 22:00:00+00:00,,,,,,,,,
2025-08-02 23:00:00+00:00,,,,,,,,,
2025-08-03 00:00:00+00:00,,,,,,,,,
2025-08-03 01:00:00+00:00,,,,,,,,,
2025-08-03 02:00:00+00:00,,,,,,,,,
2025-08-03 03:00:00+00:00,,,,,,,,,
2025-08-03 04:00:00+00:00,,,,,,,,,
2025-08-03 05:00:00+00:00,,,,,,,,,
2025-08-03 06:00:00+00:00,,,,,,,,,
2025-08-03 07:00:00+00:00,,,,,,,,,
2025-08-03 08:00:00+00:00,,,,,,,,,
2025-08-03 09:00:00+00:00,,,,,,,,,
2025-08-03 10:00:00+00:00,,,,,,,,,
2025-08-03 11:00:00+00:00,,,,,,,,,
2025-08-03 12:00:00+00:00,,,,,,,,,
2025-08-03 13:00:00+00:00,,,,,,,,,
2025-08-03 14:00:00+00:00,,,,,,,,,
2025-08-03 15:00:00+00:00,,,,,,,,,
2025-08-03 16:00:00+00:00,,,,,,,,,
2025-08-03 17:00:00+00:00,,,,,,,,,
2025-08-03 18:00:00+00:00,,,,,,,,,
2025-08-03 19:00:00+00:00,,,,,,,,,
2025-08-03 20:00:00+00:00,,,,,,,,,
2025-08-03 21:00:00+00:00,,,,,,,,,
2025-08-03 22:00:00+00:00,,,,,,,,,
2025-08-03 23:00:00+00:00,,,,,,,,,
2025-08-04 00:00:00+00:00,,,,,,,,,
2025-08-04 01:00:00+00:00,,,,,,,,,
2025-08-04 02:00:00+00:00,,,,,,,,,
2025-08-04 03:00:00+00:00,,,,,,,,,
2025-08-04 04:00:00+00:00,,,,,,,,,
2025-08-04 05:00:00+00:00,,,,,,,,,
2025-08-04 06:00:00+00:00,,,,,,,,,
2025-08-04 07:00:00+00:00,,,,,,,,,
2025-08-04 08:00:00+00:00,,,,,,,,,
2025-08-04 09:00:00+00:00,,,,,,,,,
2025-08-04 10:00:00+00:00,,,,,,,,,
2025-08-04 11:00:00+00:00,,,,,,,,,
2025-08-04 12:00:00+00:00,,,,,,,,,
2025-08-04 13:00:00+00:00,,,,,,,,,
2025-08-04 14:00:00+00:00,,,,,,,,,
2025-08-04 15:00:00+00:00,,,,,,,,,
2025-08-04 16:00:00+00:00,,,,,,,,,
2025-08-04 17:00:00+00:00,,,,,,,,,
2025-08-04 18:00:00+00:00,,,,,,,,,
2025-08-04 19:00:00+00:00,,,,,,,,,
2025-08-04 20:00:00+00:00,,,,,,,,,
2025-08-04 21:00:00+00:00,,,,,,,,,
2025-08-04 22:00:00+00:00,,,,,,,,,
2025-08-04 23:00:00+00:00,,,,,,,,,
2025-08-05 00:00:00+00:00,,,,,,,,,
2025-08-05 01:00:00+00:00,,,,,,,,,
2025-08-05 02:00:00+00:00,,,,,,,,,
2025-08-05 03:00:00+00:00,,,,,,,,,
2025-08-05 04:00:00+00:00,,,,,,,,,
2025-08-05 05:00:00+00:00,,,,,,,,,
2025-08-05 06:00:00+00:00,,,,,,,,,
2025-08-05 07:00:00+00:00,,,,,,,,,
2025-08-05 08:00:00+00:00,,,,,,,,,
2025-08-05 09:00:00+00:00,,,,,,,,,
2025-08-05 10:00:00+00:00,,,,,,,,,
2025-08-05 11:00:00+00:00,,,,,,,,,
2025-08-05 12:00:00+00:00,,,,,,,,,
2025-08-05 13:00:00+00:00,,,,,,,,,
2025-08-05 14:00:00+00:00,,,,,,,,,
2025-08-05 15:00:00+00:00,,,,,,,,,
2025-08-05 16:00:00+00:00,,,,,,,,,
2025-08-05 17:00:00+00:00,,,,,,,,,
2025-08-05 18:00:00+00:00,,,,,,,,,
2025-08-05 19:00:00+00:00,,,,,,,,,
2025-08-05 20:00:00+00:00,,,,,,,,,
2025-08-05 21:00:00+00:00,,,,,,,,,
2025-08-05 22:00:00+00:00,,,,,,,,,
2025-08-05 23:00:00+00:00,,,,,,,,,
2025-08-06 00:00:00+00:00,,,,,,,,,
2025-08-06 01:00:00+00:00,,,,,,,,,
2025-08-06 02:00:00+00:00,,,,,,,,,
2025-08-06 03:00:00+00:00,,,,,,,,,
2025-08-06 04:00:00+00:00,,,,,,,,,
2025-08-06 05:00:00+00:00,,,,,,,,,
2025-08-06 06:00:00+00:00,,,,,,,,,
2025-08-06 07:00:00+00:00,,,,,,,,,
2025-08-06 08:00:00+00:00,,,,,,,,,
2025-08-06 09:00:00+00:00,,,,,,,,,
2025-08-06 10:00:00+00:00,,,,,,,,,
2025-08-06 11:00:00+00:00,,,,,,,,,
2025-08-06 12:00:00+00:00,,,,,,,,,
2025-08-06 13:00:00+00:00,,,,,,,,,
2025-08-06 14:00:00+00:00,,,,,,,,,
2025-08-06 15:00:00+00:00,,,,,,,,,
2025-08-06 16:00:00+00:00,,,,,,,,,
2025-08-06 17:00:00+00:00,,,,,,,,,
2025-08-06 18:00:00+00:00,,,,,,,,,
2025-08-06 19:00:00+00:00,,,,,,,,,
2025-08-06 20:00:00+00:00,,,,,,,,,
2025-08-06 21:00:00+00:00,,,,,,,,,
2025-08-06 22:00:00+00:00,,,,,,,,,
2025-08-06 23:00:00+00:00,,,,,,,,,
2025-08-07 00:00:00+00:00,,,,,,,,,
2025-08-07 01:00:00+00:00,,,,,,,,,
2025-08-07 02:00:00+00:00,,,,,,,,,
2025-08-07 03:00:00+00:00,,,,,,,,,
2025-08-07 04:00:00+00:00,,,,,,,,,
2025-08-07 05:00:00+00:00,,,,,,,,,
2025-08-07 06:00:00+00:00,,,,,,,,,
2025-08-07 07:00:00+00:00,,,,,,,,,
2025-08-07 08:00:00+00:00,,,,,,,,,
2025-08-07 09:00:00+00:00,,,,,,,,,
2025-08-07 10:00:00+00:00,,,,,,,,,
2025-08-07 11:00:00+00:00,,,,,,,,,
2025-08-07 12:00:00+00:00,,,,,,,,,
2025-08-07 13:00:00+00:00,,,,,,,,,
2025-08-07 14:00:00+00:00,,,,,,,,,
2025-08-07 15:00:00+00:00,,,,,,,,,
2025-08-07 16:00:00+00:00,,,,,,,,,
2025-08-07 17:00:00+00:00,,,,,,,,,
2025-08-07 18:00:00+00:00,,,,,,,,,
2025-08-07 19:00:00+00:00,,,,,,,,,
2025-08-07 20:00:00+00:00,,,,,,,,,
2025-08-07 21:00:00+00:00,,,,,,,,,
2025-08-07 22:00:00+00:00,,,,,,,,,
2025-08-07 23:00:00+00:00,,,,,,,,,
2025-08-08 00:00:00+00:00,,,,,,,,,
2025-08-08 01:00:00+00:00,,,,,,,,,
2025-08-08 02:00:00+00:00,,,,,,,,,
2025-08-08 03:00:00+00:00,,,,,,,,,
2025-08-08 04:00:00+00:00,,,,,,,,,
2025-08-08 05:00:00+00:00,,,,,,,,,
2025-08-08 06:00:00+00:00,,,,,,,,,
2025-08-08 07:00:00+00:00,,,,,,,,,
2025-08-08 08:00:00+00:00,,,,,,,,,
2025-08-08 09:00:00+00:00,,,,,,,,,
2025-08-08 10:00:00+00:00,,,,,,,,,
2025-08-08 11:00:00+00:00,,,,,,,,,
2025-08-08 12:00:00+00:00,,,,,,,,,
2025-08-08 13:00:00+00:00,,,,,,,,,
2025-08-08 14:00:00+00:00,,,,,,,,,
2025-08-08 15:00:00+00:00,,,,,,,,,
2025-08-08 16:00:00+00:00,,,,,,,,,
2025-08-08 17:00:00+00:00,,,,,,,,,
2025-08-08 18:00:00+00:00,,,,,,,,,
2025-08-08 19:00:00+00:00,,,,,,,,,
2025-08-08 20:00:00+00:00,,,,,,,,,
2025-08-08 21:00:00+00:00,,,,,,,,,
2025-08-08 22:00:00+00:00,,,,,,,,,
2025-08-08 23:00:00+00:00,,,,,,,,,
2025-08-09 00:00:00+00:00,,,,,,,,,
2025-08-09 01:00:00+00:00,,,,,,,,,
2025-08-09 02:00:00+00:00,,,,,,,,,
2025-08-09 03:00:00+00:00,,,,,,,,,
2025-08-09 04:00:00+00:00,,,,,,,,,
2025-08-09 05:00:00+00:00,,,,,,,,,
2025-08-09 06:00:00+00:00,,,,,,,,,
2025-08-09 07:00:00+00:00,,,,,,,,,
2025-08-09 08:00:00+00:00,,,,,,,,,
2025-08-09 09:00:00+00:00,,,,,,,,,
2025-08-09 10:00:00+00:00,,,,,,,,,
2025-08-09 11:00:00+00:00,,,,,,,,,
2025-08-09 12:00:00+00:00,,,,,,,,,
2025-08-09 13:00:00+00:00,,,,,,,,,
2025-08-09 14:00:00+00:00,,,,,,,,,
2025-08-09 15:00:00+00:00,,,,,,,,,
2025-08-09 16:00:00+00:00,,,,,,,,,
2025-08-09 17:00:00+00:00,,,,,,,,,
2025-08-09 18:00:00+00:00,,,,,,,,,
2025-08-09 19:00:00+00:00,,,,,,,,,
2025-08-09 20:00:00+00:00,,,,,,,,,
2025-08-09 21:00:00+00:00,,,,,,,,,
2025-08-09 22:00:00+00:00,,,,,,,,,
2025-08-09 23:00:00+00:00,,,,,,,,,
2025-08-10 00:00:00+00:00,,,,,,,,,
2025-08-10 01:00:00+00:00,,,,,,,,,
2025-08-10 02:00:00+00:00,,,,,,,,,
2025-08-10 03:00:00+00:00,,,,,,,,,
2025-08-10 04:00:00+00:00,,,,,,,,,
2025-08-10 05:00:00+00:00,,,,,,,,,
2025-08-10 06:00:00+00:00,,,,,,,,,
2025-08-10 07:00:00+00:00,,,,,,,,,
2025-08-10 08:00:00+00:00,,,,,,,,,
2025-08-10 09:00:00+00:00,,,,,,,,,
2025-08-10 10:00:00+00:00,,,,,,,,,
2025-08-10 11:00:00+00:00,,,,,,,,,
2025-08-10 12:00:00+00:00,,,,,,,,,
2025-08-10 13:00:00+00:00,,,,,,,,,
2025-08-10 14:00:00+00:00,,,,,,,,,
2025-08-10 15:00:00+00:00,,,,,,,,,
2025-08-10 16:00:00+00:00,,,,,,,,,
2025-08-10 17:00:00+00:00,,,,,,,,,
2025-08-10 18:00:00+00:00,,,,,,,,,
2025-08-10 19:00:00+00:00,,,,,,,,,
2025-08-10 20:00:00+00:00,,,,,,,,,
2025-08-10 21:00:00+00:00,,,,,,,,,
2025-08-10 22:00:00+00:00,,,,,,,,,
2025-08-10 23:00:00+00:00,,,,,,,,,
2025-08-11 00:00:00+00:00,,,,,,,,,
2025-08-11 01:00:00+00:00,,,,,,,,,
2025-08-11 02:00:00+00:00,,,,,,,,,
2025-08-11 03:00:00+00:00,,,,,,,,,
2025-08-11 04:00:00+00:00,,,,,,,,,
2025-08-11 05:00:00+00:00,,,,,,,,,
2025-08-11 06:00:00+00:00,,,,,,,,,
2025-08-11 07:00:00+00:00,,,,,,,,,
2025-08-11 08:00:00+00:00,,,,,,,,,
2025-08-11 09:00:00+00:00,,,,,,,,,
2025-08-11 10:00:00+00:00,,,,,,,,,
2025-08-11 11:00:00+00:00,,,,,,,,,
2025-08-11 12:00:00+00:00,,,,,,,,,
2025-08-11 13:00:00+00:00,,,,,,,,,
2025-08-11 14:00:00+00:00,,,,,,,,,
2025-08-11 15:00:00+00:00,,,,,,,,,
2025-08-11 16:00:00+00:00,,,,,,,,,
2025-08-11 17:00:00+00:00,,,,,,,,,
2025-08-11 18:00:00+00:00,,,,,,,,,
2025-08-11 19:00:00+00:00,,,,,,,,,
2025-08-11 20:00:00+00:00,,,,,,,,,
2025-08-11 21:00:00+00:00,,,,,,,,,
2025-08-11 22:00:00+00:00,,,,,,,,,
2025-08-11 23:00:00+00:00,,,,,,,,,
2025-08-12 00:00:00+00:00,,,,,,,,,
2025-08-12 01:00:00+00:00,,,,,,,,,
2025-08-12 02:00:00+00:00,,,,,,,,,
2025-08-12 03:00:00+00:00,,,,,,,,,
2025-08-12 04:00:00+00:00,,,,,,,,,
2025-08-12 05:00:00+00:00,,,,,,,,,
2025-08-12 06:00:00+00:00,,,,,,,,,
2025-08-12 07:00:00+00:00,,,,,,,,,
2025-08-12 08:00:00+00:00,,,,,,,,,
2025-08-12 09:00:00+00:00,,,,,,,,,
2025-08-12 10:00:00+00:00,,,,,,,,,
2025-08-12 11:00:00+00:00,,,,,,,,,
2025-08-12 12:00:00+00:00,,,,,,,,,
2025-08-12 13:00:00+00:00,,,,,,,,,
2025-08-12 14:00:00+00:00,,,,,,,,,
2025-08-12 15:00:00+00:00,,,,,,,,,
2025-08-12 16:00:00+00:00,,,,,,,,,
2025-08-12 17:00:00+00:00,,,,,,,,,
2025-08-12 18:00:00+00:00,,,,,,,,,
2025-08-12 19:00:00+00:00,,,,,,,,,
2025-08-12 20:00:00+00:00,,,,,,,,,
2025-08-12 21:00:00+00:00,,,,,,,,,
2025-08-12 22:00:00+00:00,,,,,,,,,
2025-08-12 23:00:00+00:00,,,,,,,,,
2025-08-13 00:00:00+00:00,,,,,,,,,
2025-08-13 01:00:00+00:00,,,,,,,,,
2025-08-13 02:00:00+00:00,,,,,,,,,
2025-08-13 03:00:00+00:00,,,,,,,,,
2025-08-13 04:00:00+00:00,,,,,,,,,
2025-08-13 05:00:00+00:00,,,,,,,,,
2025-08-13 06:00:00+00:00,,,,,,,,,
2025-08-13 07:00:00+00:00,,,,,,,,,
2025-08-13 08:00:00+00:00,,,,,,,,,
2025-08-13 09:00:00+00:00,,,,,,,,,
2025-08-13 10:00:00+00:00,,,,,,,,,
2025-08-13 11:00:00+00:00,,,,,,,,,
2025-08-13 12:00:00+00:00,,,,,,,,,
2025-08-13 13:00:00+00:00,,,,,,,,,
2025-08-13 14:00:00+00:00,,,,,,,,,
2025-08-13 15:00:00+00:00,,,,,,,,,
2025-08-13 16:00:00+00:00,,,,,,,,,
2025-08-13 17:00:00+00:00,,,,,,,,,
2025-08-13 18:00:00+00:00,,,,,,,,,
2025-08-13 19:00:00+00:00,30.728498,0.86023253,125.537766,78.0,0.0,0.0,0.0,975.63885,0.0
2025-08-13 20:00:00+00:00,30.5285,0.781025,129.80553,79.0,0.0,0.0,0.0,975.3301,0.0
2025-08-13 21:00:00+00:00,30.328499,0.86023253,125.537766,80.0,0.0,0.0,0.0,975.41205,0.0
2025-08-13 22:00:00+00:00,30.1285,0.9433981,122.00535,81.0,0.0,0.0,0.0,975.2988,0.0
2025-08-13 23:00:00+00:00,29.9285,1.0,126.86999,82.0,0.0,0.0,0.0,975.2829,0.0
2025-08-14 00:00:00+00:00,29.8785,0.98488575,156.0375,83.0,0.0,0.0,0.0,976.15704,0.0
2025-08-14 01:00:00+00:00,29.7785,1.0816654,146.3099,84.0,4.0,0.0,4.0,976.63684,0.0
2025-08-14 02:00:00+00:00,29.9285,1.3892444,149.74365,84.0,47.0,1.0,46.0,977.23425,4.7406445
2025-08-14 03:00:00+00:00,30.478498,1.6643317,147.26479,83.0,129.0,5.0,124.0,977.6679,11.897633
2025-08-14 04:00:00+00:00,30.728498,1.9416488,145.49142,81.0,149.0,7.0,142.0,978.0782,11.480404
2025-08-14 05:00:00+00:00,31.1785,2.3323808,149.03632,76.0,219.0,12.0,207.0,978.1136,15.656306
2025-08-14 06:00:00+00:00,30.5285,2.5238857,146.3099,78.0,457.0,100.0,357.0,979.0379,113.669334
2025-08-14 07:00:00+00:00,31.478498,2.5495098,138.17992,75.0,506.0,104.0,402.0,979.3079,110.42196
2025-08-14 08:00:00+00:00,31.478498,2.6870058,135.0001,74.0,441.0,68.0,373.0,979.0152,71.69151
2025-08-14 09:00:00+00:00,31.828499,2.7202942,143.97253,71.0,447.0,67.0,380.0,978.8475,74.50436
2025-08-14 10:00:00+00:00,31.728498,2.828427,135.0001,70.0,336.0,31.0,305.0,978.547,38.87207
2025-08-14 11:00:00+00:00,31.1785,2.1633308,123.6901,72.0,128.0,3.0,125.0,978.3087,4.6149054
2025-08-14 12:00:00+00:00,29.228498,2.6172504,133.45189,85.0,88.0,0.0,88.0,978.3493,0.0
2025-08-14 13:00:00+00:00,28.8785,2.385372,123.02387,85.0,83.0,14.0,69.0,978.51666,53.65876
2025-08-14 14:00:00+00:00,28.5285,2.3259406,115.46331,86.0,11.0,0.0,11.0,978.58624,0.0
2025-08-14 15:00:00+00:00,28.228498,2.236068,116.56499,84.0,0.0,0.0,0.0,978.5622,0.0
2025-08-14 16:00:00+00:00,27.9285,1.7720045,106.38962,87.0,0.0,0.0,0.0,978.83093,0.0
2025-08-14 17:00:00+00:00,27.728498,1.7029387,93.366394,88.0,0.0,0.0,0.0,978.6194,0.0
2025-08-14 18:00:00+00:00,27.478498,1.7492856,120.963684,89.0,0.0,0.0,0.0,978.892,0.0
2025-08-14 19:00:00+00:00,27.2785,1.6278821,132.5104,90.0,0.0,0.0,0.0,978.68097,0.0
2025-08-14 20:00:00+00:00,27.078499,1.4866068,137.72638,91.0,0.0,0.0,0.0,978.5671,0.0
2025-08-14 21:00:00+00:00,27.0285,1.2041595,131.63345,91.0,0.0,0.0,0.0,978.56305,0.0
2025-08-14 22:00:00+00:00,26.9285,1.1661904,120.96369,91.0,0.0,0.0,0.0,978.0674,0.0
2025-08-14 23:00:00+00:00,26.8785,1.2369317,104.03627,91.0,0.0,0.0,0.0,977.9657,0.0
2025-08-15 00:00:00+00:00,26.978498,1.1401755,105.25517,91.0,0.0,0.0,0.0,978.1689,0.0
2025-08-15 01:00:00+00:00,26.9285,1.264911,108.43504,91.0,2.0,0.0,2.0,978.8477,0.0
2025-08-15 02:00:00+00:00,26.978498,1.360147,107.10281,91.0,27.0,1.0,26.0,979.24194,4.78458
2025-08-15 03:00:00+00:00,27.1285,1.3928387,111.03758,90.0,61.0,0.0,61.0,979.64404,0.0
2025-08-15 04:00:00+00:00,27.478498,1.0770329,111.801476,89.0,118.0,5.0,113.0,979.37976,8.220801
